,30. ⼝,4. ⼃,9. ⼈,75. ⽊,1. ⼀,72. ⽇,12. ⼋,85. ⽔,140. ⾋,24. ⼗,32. ⼟,8. ⼇,86. ⽕,109. ⽬,61. ⼼,64. ⼿,167. ⾦,3. ⼂,2. ⼁,14. ⼍,37. ⼤,20. ⼓,102. ⽥,120. ⽷,149. ⾔,142. ⾍,27. ⼚,13. ⼌,38. ⼥,96. ⽟,46. ⼭,74. ⽉,118. ⽵,40. ⼧,18. ⼑,154. ⾙,28. ⼛,29. ⼜,7. ⼆,130. ⾁,25. ⼘,195. ⿂,145. ⾐,196. ⿃,115. ⽲,42. ⼩,112. ⽯,21. ⼔,162. ⾡,56. ⼷,117. ⽴,6. ⼅,94. ⽝,104. ⽧,119. ⽶,157. ⾜,62. ⼽,53. ⼴,172. ⾫,159. ⾞,41. ⼨,10. ⼉,66. ⽁,122. ⽹,113. ⽰,163. ⾢,187. ⾺,19. ⼒,33. ⼠,50. ⼱,106. ⽩,170. ⾩,31. ⼞,44. ⼫,55. ⼶,34. ⼡,16. ⼏,146. ⾑,181. ⾴,169. ⾨,108. ⽫,164. ⾣,77. ⽌,184. ⾷,22. ⼕,48. ⼯,57. ⼸,173. ⾬,17. ⼐,60. ⼻,36. ⼣,51. ⼲,128. ⽿,87. ⽖,123. ⽺,15. ⼎,5. ⼄,26. ⼙,70. ⽅,39. ⼦,59. ⼺,93. ⽜,124. ⽻,134. ⾅,177. ⾰,76. ⽋,116. ⽳,166. ⾥,69. ⽄,79. ⽎,152. ⾗,47. ⼮,141. ⾌,49. ⼰,101. ⽤,137. ⾈,151. ⾖,52. ⼳,81. ⽐,99. ⽢,78. ⽍,125. ⽼,147. ⾒,111. ⽮,190. ⾽,138. ⾉,131. ⾂,160. ⾟,188. ⾻,11. ⼊,175. ⾮,211. ⿒,103. ⽦,90. ⽙,121. ⽸,148. ⾓,98. ⽡,82. ⽑,45. ⼬,114. ⽱,133. ⾄,83. ⽒,165. ⾤,198. ⿅,129. ⾀,168. ⾧,180. ⾳,194. ⿁,132. ⾃,150. ⾕,153. ⾘,182. ⾵,203. ⿊,135. ⾆,156. ⾛,144. ⾏,67. ⽂,158. ⾝,107. ⽪,126. ⽽,178. ⾱,54. ⼵,88. ⽗,127. ⽾,100. ⽣,212. ⿓,174. ⾭,43. ⼪,95. ⽞,161. ⾠,89. ⽘,105. ⽨,110. ⽭,210. ⿑,73. ⽈,189. ⾼,68. ⽃,179. ⾲,199. ⿆,208. ⿏,136. ⾇,63. ⼾,65. ⽀,71. ⽆,84. ⽓,143. ⾎,80. ⽏,97. ⽠,91. ⽚,209. ⿐,58. ⼹,193. ⿀,200. ⿇,92. ⽛,155. ⾚,205. ⿌,207. ⿎,171. ⾪,191. ⾾,23. ⼖,35. ⼢,176. ⾯,186. ⾹,197. ⿄,214. ⿕,201. ⿈,213. ⿔,139. ⾊,185. ⾸,202. ⿉,206. ⿍,204. ⿋,183. ⾶,192. ⾿
177. ⾰,4,10,6,3,6,4,0,1,3,35,2,0,3,0,0,0,0,4,0,1,3,4,0,0,1,0,2,2,1,0,0,3,0,1,2,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76. ⽋,17,11,6,2,5,2,4,3,4,4,1,0,1,1,3,1,1,1,3,1,3,2,0,0,1,1,4,0,1,0,1,0,1,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,2,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,71,0,0,2,0,0,0,1,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116. ⽳,5,7,1,1,1,2,42,1,0,1,5,2,2,3,1,2,0,0,1,42,2,0,0,0,0,0,0,2,1,0,1,1,1,42,1,1,4,0,1,2,1,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,7,2,0,1,0,1,0,0,0,1,1,1,0,2,0,0,1,0,1,0,0,71,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166. ⾥,8,21,8,3,4,41,4,2,2,16,8,14,27,2,2,1,2,5,0,0,3,1,1,2,0,0,11,2,0,1,2,1,0,0,0,1,0,0,0,1,1,1,2,0,1,3,0,0,0,1,12,2,4,0,2,2,0,3,0,0,0,0,2,1,0,0,0,6,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69. ⽄,10,4,0,11,9,4,11,6,2,5,2,3,1,2,3,9,3,5,2,0,0,0,0,0,2,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,1,1,0,1,0,9,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,68,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79. ⽎,5,53,1,5,2,2,4,2,2,1,2,1,1,0,2,4,2,0,0,5,2,0,0,3,2,0,2,0,0,0,0,1,0,0,0,0,0,53,0,2,0,0,0,0,2,0,2,1,0,0,1,0,0,4,0,0,0,2,0,4,0,0,0,0,0,0,0,0,9,0,1,0,0,4,0,0,53,2,0,0,1,2,0,0,4,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,64,1,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
152. ⾗,6,3,2,5,4,3,2,4,7,0,5,4,2,1,0,2,0,1,1,17,0,4,0,2,0,1,0,0,1,1,0,2,1,5,1,0,0,1,1,2,0,0,0,0,1,0,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,64,0,4,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47. ⼮,6,13,6,6,13,4,2,3,4,3,0,13,4,2,2,1,3,5,3,1,0,1,8,2,1,0,1,0,0,2,0,0,0,0,2,2,12,0,0,3,2,1,0,0,0,0,2,0,1,0,0,0,1,2,0,0,0,1,2,2,0,0,0,0,0,2,2,2,0,1,0,0,0,0,4,0,0,2,2,0,1,2,0,0,2,10,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141. ⾌,8,19,1,1,47,0,11,2,1,0,1,1,4,1,3,1,2,3,3,0,1,2,19,0,1,0,3,1,0,1,0,0,0,0,1,1,0,0,1,2,0,2,1,0,0,0,0,0,2,2,0,1,1,1,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,62,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49. ⼰,4,28,6,3,1,0,6,3,2,2,2,0,5,0,1,3,1,0,1,0,5,25,1,1,1,1,2,1,1,0,0,0,0,0,0,0,1,0,5,1,0,1,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101. ⽤,8,3,7,3,0,0,2,7,7,2,1,1,2,1,4,2,1,32,2,0,0,5,2,1,1,2,7,1,0,0,0,0,1,0,0,1,0,0,0,2,1,2,1,0,0,0,0,1,2,0,0,0,1,1,1,1,0,3,0,1,12,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
137. ⾈,5,10,2,1,2,5,2,0,1,1,1,4,1,0,0,1,0,1,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,1,0,0,0,0,1,1,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,7,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,6,1,0,1,0,0,59,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151. ⾖,51,10,0,3,3,8,1,2,1,11,1,0,2,3,1,0,3,2,0,6,1,3,1,0,1,0,2,0,0,1,11,1,0,1,1,1,0,4,1,1,0,1,0,0,0,0,2,0,1,2,0,0,0,1,0,0,2,1,0,0,5,1,0,0,1,0,0,0,14,0,1,0,0,0,7,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,59,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
52. ⼳,8,10,7,10,6,11,4,3,7,3,0,19,6,2,1,2,2,6,4,2,5,0,3,2,1,1,6,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,3,0,0,6,0,0,0,1,0,1,6,1,0,1,0,1,0,0,0,0,0,4,0,0,8,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,2,0,0,2,5,0,2,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81. ⽐,6,9,2,6,4,14,6,3,2,1,2,0,3,0,0,2,1,4,0,0,1,5,2,2,2,0,20,0,1,2,2,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,1,54,0,0,0,0,0,0,3,0,0,20,0,1,1,1,0,0,0,0,1,0,0,0,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99. ⽢,8,12,0,10,1,0,32,2,0,54,3,2,2,0,1,3,2,3,2,0,0,0,0,1,1,1,3,1,1,0,1,2,5,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,0,1,0,0,0,1,1,0,1,2,0,0,0,11,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78. ⽍,5,10,2,1,34,3,2,1,3,2,1,2,1,3,0,0,0,4,1,3,2,3,0,0,0,0,0,1,0,0,0,0,0,1,6,2,1,1,0,0,0,0,1,0,0,2,0,5,0,4,1,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,34,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125. ⽼,8,4,2,2,1,34,1,3,6,1,48,0,2,3,0,1,0,0,1,0,1,1,1,1,3,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147. ⾒,7,0,5,5,4,1,2,0,4,1,2,2,0,36,0,3,0,0,1,6,3,0,0,1,0,1,0,1,0,1,1,1,1,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,36,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,52,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111. ⽮,12,4,14,2,1,1,0,0,2,0,1,6,0,0,0,2,1,0,4,0,44,0,0,0,0,1,0,1,2,0,1,0,3,0,0,0,6,2,1,0,6,0,0,0,1,0,1,7,0,0,1,0,1,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190. ⾽,3,7,1,1,0,2,3,0,0,1,1,1,0,2,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,19,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,19,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138. ⾉,7,7,2,5,0,1,5,2,2,1,2,1,0,1,3,0,1,0,1,0,1,0,0,0,0,1,2,1,1,2,0,2,2,0,0,0,3,0,0,3,1,0,1,0,0,0,0,0,1,0,1,0,2,1,1,2,0,1,0,0,3,5,0,3,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131. ⾂,2,7,2,3,0,0,2,1,5,0,5,1,2,7,1,1,3,6,0,1,0,1,1,3,0,0,6,0,1,0,0,0,1,1,0,2,0,10,0,3,1,1,1,0,0,0,0,0,0,6,1,0,0,0,0,0,6,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5,0,0,0,42,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
160. ⾟,23,2,1,5,0,0,0,1,4,35,1,35,0,0,0,1,0,2,0,3,0,0,0,2,2,0,0,1,1,1,0,0,0,3,3,0,4,1,0,1,0,0,1,0,0,0,0,0,1,0,35,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188. ⾻,5,4,1,1,0,2,0,1,0,3,0,1,1,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,1,0,0,16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. ⼊,8,1,11,2,14,0,1,3,0,5,1,0,1,2,1,1,2,0,2,0,1,0,1,0,1,2,0,15,0,5,0,13,1,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,2,0,0,0,0,2,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175. ⾮,4,10,8,2,15,1,0,0,3,0,4,4,1,0,3,1,0,10,1,0,0,1,1,3,2,1,1,0,1,1,0,0,2,0,2,0,0,0,2,1,0,1,1,0,0,0,0,0,0,10,0,0,0,0,0,0,10,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211. ⿒,7,2,15,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,3,0,1,0,2,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
